Oznaèení TSP	TSP	Oznaèení PSP	PSP	Skupina parametrù	Parametr	STUDIE	DUR	DSP	DPS	RDS	MSPS	Popis parametru	Guid	Datovı typ	Jednotka	IFC název	IFC Pset	Revit - systémové parametry	Revit - sdílené parametry	ArchiCAD	Allplan	Tekla	POZEMNÍ STAVBA	ARS	STA	PBR	PRT	KAN	VOD	PLN	UTCH	VZT	SIL	SLB	MAR	SHZ	EPS	OTK	GHZ	SILNIÈNÍ STAVBA	000	100	200	300	400	500	600	700	800	ELEZNIÈNÍ STAVBA	ISR
BH	Svodidlo	01	Betonové	Technické informace	Úroveò zadrení								73ea6c08-727b-4ea7-b70a-e7c3a26367dd	string	SEZNAM (TEXT)																									x		x									
BH	Svodidlo	01	Betonové	Technické informace	Typ stavebního vırobku								f321273a-e36f-42a3-9a99-3b0c18a6764d	string	TEXT																									x		x									
BH	Svodidlo	01	Betonové	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT																									x		x									
BH	Svodidlo	01	Betonové	Rozmìry	Objem							Èíselná hodnota objemu prvku udávaná v m3.	392b90c0-d704-4fa2-8993-f83cae64c544	number	m3	NetVolume		Objem	OBJEM																					x		x									
BH	Svodidlo	01	Betonové	Technické informace	Tøída betonu							Tøída dle normy ÈSN.	090dec39-9115-4f89-92f4-bc565897885c	string	TEXT	StrengthClass			TØÍDA BETONU																					x		x									
BH	Svodidlo	01	Betonové	Technické informace	Technologie provedení							Napøíklad CFA, Franki, beranìné, stálé, doèasné, záporové atd.	df210bd1-69c7-4860-bcfa-fe8a7306156e	string	TEXT	ExecutionTechnology			TECHNOLOGIE PROVEDENÍ																					x		x									
BH	Svodidlo	01	Betonové	Rozmìry	Vıška							Èíselná hodnota vıšky prvku udávaná v mm.	6dc41ac5-e7b0-4295-ad56-18fcf4b15656	number	mm	Height		Vıška	VİŠKA																					x		x									
BH	Svodidlo	02	Ocelové	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU																					x		x									
BH	Svodidlo	02	Ocelové	Rozmìry	Délka							Èíselná hodnota délky udávaná v mm.	bb212dba-9864-4827-9b83-93af56946f23	number	mm	Length		Délka	DÉLKA																					x		x									
BH	Svodidlo	02	Ocelové	Technické informace	Stanièení do								6b9fae73-4500-4e12-b287-ac7b56b0072e	number	km																									x		x									
BH	Svodidlo	02	Ocelové	Technické informace	Stanièení od								7d433a45-745f-44a3-a0cf-8ae25b6384ed	number	km																									x		x									
BH	Svodidlo	02	Ocelové	Technické informace	Úroveò zadrení								73ea6c08-727b-4ea7-b70a-e7c3a26367dd	string	SEZNAM (TEXT)																									x		x									
BH	Svodidlo	02	Ocelové	Technické informace	Typ stavebního vırobku								f321273a-e36f-42a3-9a99-3b0c18a6764d	string	TEXT																									x		x									
BH	Svodidlo	02	Ocelové	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT																									x		x									
BH	Svodidlo	02	Ocelové	Technické informace	Hmotnost							[kg] Èíselná hodnota udávaná v kg (ÈISTÁ)	fc7df084-a11a-43e2-8ead-6c0cb1b83b1e	number	kg	NetWeight		Hmotnost	HMOTNOST																					x		x									
BH	Svodidlo	03	Døevoocel	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU																					x		x									
BH	Svodidlo	03	Døevoocel	Rozmìry	Délka							Èíselná hodnota délky udávaná v mm.	bb212dba-9864-4827-9b83-93af56946f23	number	mm	Length		Délka	DÉLKA																					x		x									
BH	Svodidlo	03	Døevoocel	Technické informace	Stanièení do								6b9fae73-4500-4e12-b287-ac7b56b0072e	number	km																									x		x									
BH	Svodidlo	03	Døevoocel	Technické informace	Stanièení od								7d433a45-745f-44a3-a0cf-8ae25b6384ed	number	km																									x		x									
BH	Svodidlo	03	Døevoocel	Technické informace	Úroveò zadrení								73ea6c08-727b-4ea7-b70a-e7c3a26367dd	string	SEZNAM (TEXT)																									x		x									
BH	Svodidlo	03	Døevoocel	Technické informace	Typ stavebního vırobku								f321273a-e36f-42a3-9a99-3b0c18a6764d	string	TEXT																									x		x									
BH	Svodidlo	03	Døevoocel	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT																									x		x									
BH	Svodidlo	04	Lano	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU																					x		x									
BH	Svodidlo	04	Lano	Rozmìry	Délka							Èíselná hodnota délky udávaná v mm.	bb212dba-9864-4827-9b83-93af56946f23	number	mm	Length		Délka	DÉLKA																					x		x									
BH	Svodidlo	04	Lano	Technické informace	Stanièení do								6b9fae73-4500-4e12-b287-ac7b56b0072e	number	km																									x		x									
BH	Svodidlo	04	Lano	Technické informace	Stanièení od								7d433a45-745f-44a3-a0cf-8ae25b6384ed	number	km																									x		x									
BH	Svodidlo	04	Lano	Technické informace	Úroveò zadrení								73ea6c08-727b-4ea7-b70a-e7c3a26367dd	string	SEZNAM (TEXT)																									x		x									
BH	Svodidlo	04	Lano	Technické informace	Typ stavebního vırobku								f321273a-e36f-42a3-9a99-3b0c18a6764d	string	TEXT																									x		x									
BH	Svodidlo	04	Lano	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT																									x		x									
BI	Baliset	01	Plastovı	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU																					x		x									
BI	Baliset	01	Plastovı	Základní informace	Oznaèení stavebního objektu								a00b22e5-c901-4989-91e0-3ceac1670f29	string	TEXT																									x		x									
BI	Baliset	01	Plastovı	Technické informace	Stanièení do								6b9fae73-4500-4e12-b287-ac7b56b0072e	number	km																									x		x									
BI	Baliset	01	Plastovı	Technické informace	Stanièení od								7d433a45-745f-44a3-a0cf-8ae25b6384ed	number	km																									x		x									
BI	Baliset	01	Plastovı	Technické informace	Úroveò zadrení								73ea6c08-727b-4ea7-b70a-e7c3a26367dd	string	SEZNAM (TEXT)																									x		x									
BI	Baliset	01	Plastovı	Rozmìry	Vıška							Èíselná hodnota vıšky prvku udávaná v mm.	6dc41ac5-e7b0-4295-ad56-18fcf4b15656	number	mm	Height		Vıška	VİŠKA																					x		x									
BI	Baliset	01	Plastovı	Technické informace	Typ stavebního vırobku								f321273a-e36f-42a3-9a99-3b0c18a6764d	string	TEXT																									x		x									
BI	Baliset	01	Plastovı	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT																									x		x									
BJ	Tlumiè nárazu	01	Plastovı	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU																					x		x									
BJ	Tlumiè nárazu	01	Plastovı	Technické informace	Stanièení do								6b9fae73-4500-4e12-b287-ac7b56b0072e	number	km																									x		x									
BJ	Tlumiè nárazu	01	Plastovı	Technické informace	Stanièení od								7d433a45-745f-44a3-a0cf-8ae25b6384ed	number	km																									x		x									
BJ	Tlumiè nárazu	01	Plastovı	Technické informace	Úroveò zadrení								73ea6c08-727b-4ea7-b70a-e7c3a26367dd	string	SEZNAM (TEXT)																									x		x									
BJ	Tlumiè nárazu	01	Plastovı	Rozmìry	Vıška							Èíselná hodnota vıšky prvku udávaná v mm.	6dc41ac5-e7b0-4295-ad56-18fcf4b15656	number	mm	Height		Vıška	VİŠKA																					x		x									
BJ	Tlumiè nárazu	01	Plastovı	Technické informace	Typ stavebního vırobku								f321273a-e36f-42a3-9a99-3b0c18a6764d	string	TEXT																									x		x									
BJ	Tlumiè nárazu	01	Plastovı	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT																									x		x									
BK	Zpomalovací práh	01	Ocelovı	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU																					x		x									
BK	Zpomalovací práh	01	Ocelovı	Technické informace	Stanièení do								6b9fae73-4500-4e12-b287-ac7b56b0072e	number	km																									x		x									
BK	Zpomalovací práh	01	Ocelovı	Technické informace	Stanièení od								7d433a45-745f-44a3-a0cf-8ae25b6384ed	number	km																									x		x									
BK	Zpomalovací práh	01	Ocelovı	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT																									x		x									
BK	Zpomalovací práh	01	Ocelovı	Technické informace	Hmotnost							[kg] Èíselná hodnota udávaná v kg (ÈISTÁ)	fc7df084-a11a-43e2-8ead-6c0cb1b83b1e	number	kg	NetWeight		Hmotnost	HMOTNOST																					x		x									
BK	Zpomalovací práh	01	Ocelovı	Technické informace	Materiál							Materiálová specifikace prvku.	bd43e73e-8df9-40e7-a9bb-db9dc568768e	string	TEXT	ConstructionMaterial		Materiál	MATERIÁL																					x		x									
BK	Zpomalovací práh	02	Plastovı	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU																					x		x									
BK	Zpomalovací práh	02	Plastovı	Technické informace	Stanièení do								6b9fae73-4500-4e12-b287-ac7b56b0072e	number	km																									x		x									
BK	Zpomalovací práh	02	Plastovı	Technické informace	Stanièení od								7d433a45-745f-44a3-a0cf-8ae25b6384ed	number	km																									x		x									
BK	Zpomalovací práh	02	Plastovı	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT																									x		x									
BM	Svislé dopravní znaèení	01	Ocelové	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU																					x		x									
BM	Svislé dopravní znaèení	01	Ocelové	Technické informace	Fólie znaèky								bc124218-6e04-4460-92b7-29a1f914b57e	string	TEXT																									x		x									
BM	Svislé dopravní znaèení	01	Ocelové	Technické informace	Oznaèení znaèky								e4b68610-0895-42d4-9265-3671fda4d9d7	string	SEZNAM (TEXT)																									x		x									
BM	Svislé dopravní znaèení	01	Ocelové	Technické informace	Stanièení od								7d433a45-745f-44a3-a0cf-8ae25b6384ed	number	km																									x		x									
BM	Svislé dopravní znaèení	01	Ocelové	Technické informace	Stanièení do								6b9fae73-4500-4e12-b287-ac7b56b0072e	number	km																									x		x									
BM	Svislé dopravní znaèení	01	Ocelové	Technické informace	Velikost znaèky								6ad7a93b-d832-4353-a6b2-9ba6d0e5ba07	string	SEZNAM (TEXT)																									x		x									
BM	Svislé dopravní znaèení	01	Ocelové	Technické informace	Materiál							Materiálová specifikace prvku.	bd43e73e-8df9-40e7-a9bb-db9dc568768e	string	TEXT	ConstructionMaterial		Materiál	MATERIÁL																					x		x									
BM	Svislé dopravní znaèení	01	Ocelové	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT																									x		x									
BM	Svislé dopravní znaèení	01	Ocelové	Technické informace	Hmotnost							[kg] Èíselná hodnota udávaná v kg (ÈISTÁ)	fc7df084-a11a-43e2-8ead-6c0cb1b83b1e	number	kg	NetWeight		Hmotnost	HMOTNOST																					x		x									
BM	Svislé dopravní znaèení	02	Hliníkové	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU																					x		x									
BM	Svislé dopravní znaèení	02	Hliníkové	Technické informace	Fólie znaèky								bc124218-6e04-4460-92b7-29a1f914b57e	string	TEXT																									x		x									
BM	Svislé dopravní znaèení	02	Hliníkové	Technické informace	Oznaèení znaèky								e4b68610-0895-42d4-9265-3671fda4d9d7	string	SEZNAM (TEXT)																									x		x									
BM	Svislé dopravní znaèení	02	Hliníkové	Technické informace	Stanièení od								7d433a45-745f-44a3-a0cf-8ae25b6384ed	number	km																									x		x									
BM	Svislé dopravní znaèení	02	Hliníkové	Technické informace	Stanièení do								6b9fae73-4500-4e12-b287-ac7b56b0072e	number	km																									x		x									
BM	Svislé dopravní znaèení	02	Hliníkové	Technické informace	Velikost znaèky								6ad7a93b-d832-4353-a6b2-9ba6d0e5ba07	string	SEZNAM (TEXT)																									x		x									
BM	Svislé dopravní znaèení	02	Hliníkové	Technické informace	Materiál							Materiálová specifikace prvku.	bd43e73e-8df9-40e7-a9bb-db9dc568768e	string	TEXT	ConstructionMaterial		Materiál	MATERIÁL																					x		x									
BM	Svislé dopravní znaèení	02	Hliníkové	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT																									x		x									
BN	Vodorovné dopravní znaèení	01	Plastové	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU																					x		x									
BN	Vodorovné dopravní znaèení	01	Plastové	Rozmìry	Délka							Èíselná hodnota délky udávaná v mm.	bb212dba-9864-4827-9b83-93af56946f23	number	mm	Length		Délka	DÉLKA																					x		x									
BN	Vodorovné dopravní znaèení	01	Plastové	Rozmìry	Plocha							Èíselná hodnota plochy jedné strany prvku.	aae79528-7ed3-494d-956f-14edf1a66518	number	m2	NetArea		Plocha	PLOCHA																					x		x									
BN	Vodorovné dopravní znaèení	01	Plastové	Technické informace	Stanièení do								6b9fae73-4500-4e12-b287-ac7b56b0072e	number	km																									x		x									
BN	Vodorovné dopravní znaèení	01	Plastové	Technické informace	Stanièení od								7d433a45-745f-44a3-a0cf-8ae25b6384ed	number	km																									x		x									
BN	Vodorovné dopravní znaèení	01	Plastové	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT																									x		x									
BN	Vodorovné dopravní znaèení	01	Plastové	Technické informace	Hluènost								2e1d092f-db8b-43af-9af0-7e0012c8638d	number	dB																									x		x									
BN	Vodorovné dopravní znaèení	01	Plastové	Technické informace	Povrchová úprava							Povrchová úprava.	f43f8083-819f-42c3-9b3f-26da7449f408	string	TEXT				POVRCHOVÁ ÚPRAVA																					x		x									
BN	Vodorovné dopravní znaèení	02	Barva	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU																					x		x									
BN	Vodorovné dopravní znaèení	02	Barva	Rozmìry	Délka							Èíselná hodnota délky udávaná v mm.	bb212dba-9864-4827-9b83-93af56946f23	number	mm	Length		Délka	DÉLKA																					x		x									
BN	Vodorovné dopravní znaèení	02	Barva	Rozmìry	Plocha							Èíselná hodnota plochy jedné strany prvku.	aae79528-7ed3-494d-956f-14edf1a66518	number	m2	NetArea		Plocha	PLOCHA																					x		x									
BN	Vodorovné dopravní znaèení	02	Barva	Technické informace	Stanièení do								6b9fae73-4500-4e12-b287-ac7b56b0072e	number	km																									x		x									
BN	Vodorovné dopravní znaèení	02	Barva	Technické informace	Stanièení od								7d433a45-745f-44a3-a0cf-8ae25b6384ed	number	km																									x		x									
BN	Vodorovné dopravní znaèení	02	Barva	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT																									x		x									
BO	Portál	01	Ocelovı	Technické informace	Pøipojení NN							Je pøipojení na rozvody NN?	800a7163-8a00-4503-8481-3951c482ebcd	boolean	ANO/NE	HasLowVoltageConnection			PØIPOJENÍ NN																					x		x									
BO	Portál	01	Ocelovı	Technické informace	Obsluná lávka								782d885e-a64c-4fc3-a69b-b091e72999dc	boolean	ANO/NE																									x		x									
BO	Portál	01	Ocelovı	Rozmìry	Šíøka							Èíselná hodnota šíøky prvku uvedená v mm.	f8795e7b-eda8-4278-82bf-fe7691e30a37	number	mm	Width		Šíøka	ŠÍØKA																					x		x									
BO	Portál	01	Ocelovı	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT																									x		x									
BO	Portál	01	Ocelovı	Technické informace	Hmotnost							[kg] Èíselná hodnota udávaná v kg (ÈISTÁ)	fc7df084-a11a-43e2-8ead-6c0cb1b83b1e	number	kg	NetWeight		Hmotnost	HMOTNOST																					x		x									
BO	Portál	01	Ocelovı	Technické informace	Materiál							Materiálová specifikace prvku.	bd43e73e-8df9-40e7-a9bb-db9dc568768e	string	TEXT	ConstructionMaterial		Materiál	MATERIÁL																					x		x									
BP	Poloportál	01	Ocelovı	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU																					x		x									
BP	Poloportál	01	Ocelovı	Technické informace	Pøipojení NN							Je pøipojení na rozvody NN?	800a7163-8a00-4503-8481-3951c482ebcd	boolean	ANO/NE	HasLowVoltageConnection			PØIPOJENÍ NN																					x		x									
BP	Poloportál	01	Ocelovı	Technické informace	Obsluná lávka								782d885e-a64c-4fc3-a69b-b091e72999dc	boolean	ANO/NE																									x		x									
BP	Poloportál	01	Ocelovı	Technické informace	Poèet nosníkù								6401d7b4-c297-4bd4-a84d-82da6759a270	number	celé èíslo																									x		x									
BP	Poloportál	01	Ocelovı	Rozmìry	Šíøka							Èíselná hodnota šíøky prvku uvedená v mm.	f8795e7b-eda8-4278-82bf-fe7691e30a37	number	mm	Width		Šíøka	ŠÍØKA																					x		x									
BP	Poloportál	01	Ocelovı	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT																									x		x									
BP	Poloportál	01	Ocelovı	Technické informace	Hmotnost							[kg] Èíselná hodnota udávaná v kg (ÈISTÁ)	fc7df084-a11a-43e2-8ead-6c0cb1b83b1e	number	kg	NetWeight		Hmotnost	HMOTNOST																					x		x									
BP	Poloportál	01	Ocelovı	Technické informace	Materiál							Materiálová specifikace prvku.	bd43e73e-8df9-40e7-a9bb-db9dc568768e	string	TEXT	ConstructionMaterial		Materiál	MATERIÁL																					x		x									
BQ	Sloupek dopravního znaèení	01	Ocelovı	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU																					x		x									
BQ	Sloupek dopravního znaèení	01	Ocelovı	Technické informace	Stanièení do								6b9fae73-4500-4e12-b287-ac7b56b0072e	number	km																									x		x									
BQ	Sloupek dopravního znaèení	01	Ocelovı	Technické informace	Stanièení od								7d433a45-745f-44a3-a0cf-8ae25b6384ed	number	km																									x		x									
BQ	Sloupek dopravního znaèení	01	Ocelovı	Rozmìry	Vıška							Èíselná hodnota vıšky prvku udávaná v mm.	6dc41ac5-e7b0-4295-ad56-18fcf4b15656	number	mm	Height		Vıška	VİŠKA																					x		x									
BQ	Sloupek dopravního znaèení	01	Ocelovı	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT																									x		x									
BQ	Sloupek dopravního znaèení	01	Ocelovı	Technické informace	Hmotnost							[kg] Èíselná hodnota udávaná v kg (ÈISTÁ)	fc7df084-a11a-43e2-8ead-6c0cb1b83b1e	number	kg	NetWeight		Hmotnost	HMOTNOST																					x		x									
BQ	Sloupek dopravního znaèení	01	Ocelovı	Technické informace	Materiál							Materiálová specifikace prvku.	bd43e73e-8df9-40e7-a9bb-db9dc568768e	string	TEXT	ConstructionMaterial		Materiál	MATERIÁL																					x		x									
BQ	Sloupek dopravního znaèení	02	Hliníkovı	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU																					x		x									
BQ	Sloupek dopravního znaèení	02	Hliníkovı	Technické informace	Stanièení do								6b9fae73-4500-4e12-b287-ac7b56b0072e	number	km																									x		x									
BQ	Sloupek dopravního znaèení	02	Hliníkovı	Technické informace	Stanièení od								7d433a45-745f-44a3-a0cf-8ae25b6384ed	number	km																									x		x									
BQ	Sloupek dopravního znaèení	02	Hliníkovı	Rozmìry	Vıška							Èíselná hodnota vıšky prvku udávaná v mm.	6dc41ac5-e7b0-4295-ad56-18fcf4b15656	number	mm	Height		Vıška	VİŠKA																					x		x									
BQ	Sloupek dopravního znaèení	02	Hliníkovı	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT																									x		x									
BR	Paina	01	Ocelová	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU																					x			x								
BR	Paina	01	Ocelová	Technické informace	Hmotnost							[kg] Èíselná hodnota udávaná v kg (ÈISTÁ)	fc7df084-a11a-43e2-8ead-6c0cb1b83b1e	number	kg	NetWeight		Hmotnost	HMOTNOST																					x			x								
BR	Paina	01	Ocelová	Technické informace	Materiál							Materiálová specifikace prvku.	bd43e73e-8df9-40e7-a9bb-db9dc568768e	string	TEXT	ConstructionMaterial		Materiál	MATERIÁL																					x			x								
BR	Paina	01	Ocelová	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT																									x			x								
BR	Paina	02	Døevìná	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU																					x			x								
BR	Paina	02	Døevìná	Technické informace	Hmotnost							[kg] Èíselná hodnota udávaná v kg (ÈISTÁ)	fc7df084-a11a-43e2-8ead-6c0cb1b83b1e	number	kg	NetWeight		Hmotnost	HMOTNOST																					x			x								
BR	Paina	02	Døevìná	Technické informace	Materiál							Materiálová specifikace prvku.	bd43e73e-8df9-40e7-a9bb-db9dc568768e	string	TEXT	ConstructionMaterial		Materiál	MATERIÁL																					x			x								
BR	Paina	02	Døevìná	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT																									x			x								
BR	Paina	02	Døevìná	Rozmìry	Objem							Èíselná hodnota objemu prvku udávaná v m3.	392b90c0-d704-4fa2-8993-f83cae64c544	number	m3	NetVolume		Objem	OBJEM																					x			x								
BR	Paina	02	Døevìná	Rozmìry	Plocha							Èíselná hodnota plochy jedné strany prvku.	aae79528-7ed3-494d-956f-14edf1a66518	number	m2	NetArea		Plocha	PLOCHA																					x			x								
BS	Pøevázka	01	Ocelová	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU																					x			x								
BS	Pøevázka	01	Ocelová	Rozmìry	Plocha							Èíselná hodnota plochy jedné strany prvku.	aae79528-7ed3-494d-956f-14edf1a66518	number	m2	NetArea		Plocha	PLOCHA																					x			x								
BS	Pøevázka	01	Ocelová	Technické informace	Technologie provedení							Napøíklad CFA, Franki, beranìné, stálé, doèasné, záporové atd.	df210bd1-69c7-4860-bcfa-fe8a7306156e	string	TEXT	ExecutionTechnology			TECHNOLOGIE PROVEDENÍ																					x			x								
BS	Pøevázka	01	Ocelová	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT																									x			x								
BS	Pøevázka	01	Ocelová	Technické informace	Materiál							Materiálová specifikace prvku.	bd43e73e-8df9-40e7-a9bb-db9dc568768e	string	TEXT	ConstructionMaterial		Materiál	MATERIÁL																					x			x								
BS	Pøevázka	01	Ocelová	Technické informace	Hmotnost							[kg] Èíselná hodnota udávaná v kg (ÈISTÁ)	fc7df084-a11a-43e2-8ead-6c0cb1b83b1e	number	kg	NetWeight		Hmotnost	HMOTNOST																					x			x								
BT	Štìtovnice	01	Ocelová	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU																					x			x								
BT	Štìtovnice	01	Ocelová	Základní informace	Oznaèení stavebního objektu								a00b22e5-c901-4989-91e0-3ceac1670f29	string	TEXT																									x			x								
BT	Štìtovnice	01	Ocelová	Rozmìry	Plocha							Èíselná hodnota plochy jedné strany prvku.	aae79528-7ed3-494d-956f-14edf1a66518	number	m2	NetArea		Plocha	PLOCHA																					x			x								
BT	Štìtovnice	01	Ocelová	Technické informace	Technologie provedení							Napøíklad CFA, Franki, beranìné, stálé, doèasné, záporové atd.	df210bd1-69c7-4860-bcfa-fe8a7306156e	string	TEXT	ExecutionTechnology			TECHNOLOGIE PROVEDENÍ																					x			x								
BT	Štìtovnice	01	Ocelová	Základní informace	Stavební objekt							Jednoznaèné oznaèení stavebního objektu, ve kterém se danı prvek nachází.	e070339f-4f9f-4364-9595-11b4791420cd	string	TEXT																									x			x								
BT	Štìtovnice	01	Ocelová	Technické informace	Hmotnost							[kg] Èíselná hodnota udávaná v kg (ÈISTÁ)	fc7df084-a11a-43e2-8ead-6c0cb1b83b1e	number	kg	NetWeight		Hmotnost	HMOTNOST																					x			x								
BT	Štìtovnice	01	Ocelová	Technické informace	Materiál							Materiálová specifikace prvku.	bd43e73e-8df9-40e7-a9bb-db9dc568768e	string	TEXT	ConstructionMaterial		Materiál	MATERIÁL																					x			x								
BU	Lamela podzemní stìny	01	Betonová	Základní informace	Kód prvku							Jednoznaèné a unikátní identifikaèní kód prvku.	8472fd9c-65db-4cc3-b84a-cc7ae4276588	string	TEXT	Reference		Oznaèení	KÓD PRVKU																					x			x								
BU	Lamela podzemní stìny	01	Betonová	Rozmìry	Délka							Èíselná hodnota délky udávaná v mm.	bb212dba-9864-4827-9b83-93af56946f23	number	mm	Length		Délka	DÉLKA																					x			x								
